Date,Open,High,Low,Close,Adj Close,Volume
2005-01-03,4.627143,4.650714,4.471428,4.520714,3.945287,172998000
2005-01-04,4.556428,4.676429,4.497857,4.567143,3.985806,274202600
2005-01-05,4.604286,4.660714,4.575000,4.607143,4.020715,170108400
2005-01-06,4.619286,4.636428,4.523571,4.610714,4.023832,176388800
2005-01-07,4.642857,4.973571,4.625000,4.946429,4.316814,556862600
2005-01-10,4.987857,5.050000,4.848571,4.925714,4.298736,431327400
2005-01-11,4.875000,4.939286,4.581429,4.611429,4.024456,652906800
2005-01-12,4.675000,4.707143,4.521429,4.675714,4.080557,479925600
2005-01-13,5.265000,5.315714,4.980714,4.985714,4.351099,791179200
2005-01-14,5.017857,5.122857,4.942143,5.014286,4.376033,442685600
2005-01-18,4.989286,5.050000,4.839286,5.046429,4.404085,251615000
2005-01-19,5.035000,5.104286,4.982143,4.991428,4.356086,187973800
2005-01-20,4.975000,5.090714,4.962143,5.032857,4.392241,228730600
2005-01-21,5.093572,5.114286,5.000000,5.035000,4.394111,227833200
2005-01-24,5.070000,5.127143,5.039286,5.054286,4.410941,210407400
2005-01-25,5.097857,5.202857,5.067143,5.146429,4.491355,242307800
2005-01-26,5.190000,5.196429,5.087143,5.160714,4.503824,184874200
2005-01-27,5.154286,5.208571,5.110714,5.188571,4.528135,124056800
2005-01-28,5.187143,5.284286,5.174286,5.284286,4.611666,200403000
2005-01-31,5.327143,5.563571,5.322143,5.492857,4.793690,420274400
2005-02-01,5.503572,5.555000,5.470000,5.537857,4.832961,169598800
2005-02-02,5.567857,5.707857,5.549286,5.687857,4.963868,255015600
2005-02-03,5.650000,5.673572,5.523571,5.557857,4.850416,182912800
2005-02-04,5.562143,5.637857,5.537857,5.631429,4.914622,140889000
2005-02-07,5.637857,5.667857,5.535714,5.638571,4.920856,131114200
2005-02-08,5.647857,5.812857,5.627857,5.778572,5.043036,222504800
2005-02-09,5.788571,5.856429,5.578571,5.624286,4.908389,297864000
2005-02-10,5.622857,5.662857,5.475714,5.597143,4.884699,273254800
2005-02-11,5.704286,5.840000,5.638571,5.800714,5.062361,300263600
2005-02-14,5.909286,6.056428,5.860714,6.045000,5.275551,317865800
2005-02-15,6.190000,6.362857,6.142857,6.315000,5.511183,578054400
2005-02-16,6.296429,6.442857,6.239286,6.437857,5.618403,409810800
2005-02-17,6.475000,6.491428,6.246428,6.272143,5.473781,379618400
2005-02-18,6.267143,6.275714,6.160714,6.200714,5.411445,290813600
2005-02-22,6.164286,6.307143,6.092143,6.092143,5.316695,304823400
2005-02-23,6.194286,6.317857,6.110714,6.302143,5.499962,336295400
2005-02-24,6.320000,6.379286,6.266428,6.352143,5.543600,379757000
2005-02-25,6.401429,6.422143,6.299286,6.356429,5.547339,228877600
